Repo Name,Default Branch Name,Is Archived,Is Private,Is Empty,Is Fork,Parent Repo Name,Merge Commit Allowed,Squash Merge Allowed,Rebase Merge Allowed,IsAdminEnforced,RequiresCommitSignatures,RestrictsPushes,RequiresApprovingReviews,RequiresStatusChecks,RequiresCodeOwnerReviews,DismissesStaleReviews,RequiresStrictStatusChecks,RequiredApprovingReviewCount,AllowsForcePushes,AllowsDeletions,Branch Protection Pattern
hmrc/mtd-student-loans-api-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtd-student-loans-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtd-tax-calculation,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtd-vat-api-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtd-vat-api-contract-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtd-vat-api-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtd-vat-comms,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtd-vat-comms-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtd-vat-comms-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtd-vat-signup-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtdfb-live-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtdfb-research-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtdfb-software-choices-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/mtdfb-wip-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/multi-factor-authentication,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/my-first-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/national-duty-repayment-center,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/national-duty-repayment-center-acceptance-tests,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/national-duty-repayment-center-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/national-duty-repayment-center-performance-test,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/national-duty-repayment-center-stubs,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/national-import-duty-ac-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,true,false,master
hmrc/national-import-duty-ac-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,true,true,false,true,true,1,true,false,master
hmrc/national-import-duty-adjustment-centre,master,false,false,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,true,false,master
hmrc/national-import-duty-adjustment-centre-frontend,master,false,false,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,true,false,master
hmrc/national-import-duty-adjustment-centre-stubs,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,true,false,master
hmrc/national-insurance,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/national-insurance-api-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/national-insurance-des-stub,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/national-insurance-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/national-insurance-record,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/national-minimum-wage-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ndds,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ndds-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ndds-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ndrc-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/new-cato-ui-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/next-generation-consumer-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ngc-dashboard,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ngc-nsandi-contract-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ngc-performance-test,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nginx-buildpack,master,true,false,false,true,ryandotsmith/nginx-buildpack,true,true,true,false,true,false,true,false,false,true,true,1,false,false,master
hmrc/ni-agents-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-dashboard,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-registration,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-registration-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-registration-stride-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-return-stride-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-returns,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-returns-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-exemption-stub,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-import-vat-calculator-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-import-vat-checker-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ni-t1-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nidac-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/nino-automation-dashing,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nino-automation-stub,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nino-tier1-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nisp-api-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nisp-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nisp-sapeak-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nisp-stub,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nisp-stub-updater,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nix-catalogue,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,false,false,master
hmrc/node-auditing,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/node-git-versioning,master,true,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/node-http-caching,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/non-rep-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-archive,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-attachment,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/nonrep-attachment-processor,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/nonrep-cert-exporter,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/nonrep-dashboard,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-digital-signatures,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/nonrep-generate-pdf,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/nonrep-infra-amis,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-infra-environments,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-infra-lambdas,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-infra-modules,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-infra-pipelines,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-infra-resources,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-infrastructure,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-monitoring,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-receipt,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-receipt-retrieval,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-recovery,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-retrieval,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-sign,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-spikes,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-submission,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nonrep-template,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/notice-viewer,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/notice-viewer-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/notice-viewer-messages,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/notice-viewer-messages-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/notification,master,false,true,false,false,,false,true,true,false,true,true,true,true,true,true,true,1,false,false,master
hmrc/nova,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nova-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nova-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nova-serviceguard,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nrs-receipt-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nrs-retrieval,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nrs-retrieval-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nrs-retrieval-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/nrs-retrieval-stubs,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ntc,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ntc-stubs,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ntt-beneficiaries-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ntt-non-eea-organisations-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ntt-other-individuals-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ntt-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ntt-protectors-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ntt-prototype,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ntt-settlors-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ntt-trust-details-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ntt-trustees-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ntt-ui-journey-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/nunjucks-twirl-transpiler,master,true,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/oauth,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/oauth-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ob-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/object-store,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,true,false,master
hmrc/object-store-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,true,false,master
hmrc/object-store-admin-frontend,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,false,true,1,true,false,master
hmrc/object-store-admin-frontend-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/object-store-client,master,false,false,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,true,false,master
hmrc/object-store-performance-test,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/object-store-stub,master,true,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/obligations-api,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-cms,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-external,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-external-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-images,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-internal-viewer,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-node,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-performance-hub,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-process-groups,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-PTYield,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-thumbs,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-thumbs-comments,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-timescales,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-work-tracker,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ocelot-yield,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/off-payroll-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/off-payroll-decision,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/off-payroll-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/off-payroll-performance-test,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/off-payroll-prototypes,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/off-payroll-reports-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/office-of-transit-completion,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/office-of-transit-completion-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/office-of-transit-completion-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/office-of-transit-completion-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/office-of-transit-completion-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/ofsted-forms,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ofsted-forms-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ofsted-forms-contract-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ofsted-forms-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ofsted-forms-notifications,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ofsted-forms-proxy,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ofsted-forms-stub,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ofsted-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/ofsted-tasklist-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/one-stop-shop-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/one-stop-shop-registration-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/one-stop-shop-registration-journey-tests,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/one-stop-shop-registration-performance-tests,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/one-time-password,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/open-banking,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/open-banking-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/open-banking-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/open-banking-ui-journey-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/openid-connect-idtoken,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/openid-connect-userinfo,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/openjdk-build,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,false,false,master
hmrc/openjdk-versions-docker,master,false,false,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,false,false,master
hmrc/optimisation-sa-return-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/optimizely-design-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/optimizely-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/oracle-conn-investigation-tool,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/orchestration,master,true,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/orchestrator-jobs,master,false,true,false,false,,true,true,true,false,true,false,true,true,false,true,false,1,false,false,master
hmrc/order-id-encoder,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/organisations-api-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/organisations-details-api,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/organisations-matching-api,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/osquery-fleet,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/other-deductions-api,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/outage-pages,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,false,false,master
hmrc/p11-classic-service-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/p11-form-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/p11-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/P11D-mongo-migration-spike,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/p800-payments,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/p800-payments-integration-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/p800-payments-stub,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/p800-ur-23-feb-2021-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/p800-ur-9-mar-2021-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/pact-broker-frontend,master,false,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/page-accessibility-check,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,true,true,master
hmrc/page-capture-service,master,true,false,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pagerduty_backup,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,false,false,master
hmrc/parcels,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/parcels-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/parcels-journey-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/parcels-lookup,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/parcels-payment,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/parcels-payment-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/parcels-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/parcels-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/parcels-stubs,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pas-calc-poc,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pas-portal,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pas-portal-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pas-portal-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/passcode,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/passcode-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/passengers-dashboard,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/passengers-duty-calculator,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/passengers-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/passport-scanner,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/patching-pipeline,master,false,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,false,false,master
hmrc/pay-and-tax-record-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pay-api,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pay-as-you-earn-stub,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pay-frontend,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pay-nunjucks-frontend,master,true,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,false,false,master
hmrc/pay-nunjucks-performance-tests,master,true,true,false,false,,true,true,true,false,true,false,true,false,false,true,true,1,false,false,master
hmrc/pay-perf,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/pay-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/paye,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/paye-agent-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/paye-annual-tax-summary-prototype,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/paye-core,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/paye-core-acceptance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/paye-core-perf,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,true,master
hmrc/paye-data-exchange,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
hmrc/paye-data-exchange-performance-tests,master,false,true,false,false,,true,true,true,false,true,false,false,false,false,false,true,0,true,false,master
